FromNodeId	ToNodeId	Sign
0	1	-1
1	128552	-1
2	3	1
4	5	-1
4	155	-1
4	558	1
4	1509	-1
4	2282	1
4	2984	1
4	7263	1
4	10876	-1
4	48703	-1
4	51253	1
4	87217	1
4	98617	1
4	100981	1
4	101858	1
5	5	1
5	8	-1
5	20	1
5	50	1
5	52	1
5	155	1
5	183	1
5	197	1
5	245	1
5	264	-1
5	302	1
5	311	1
5	317	1
5	350	1
5	361	1
5	410	-1
5	430	1
5	450	1
5	453	1
5	481	1
5	532	-1
5	544	1
5	655	1
5	671	1
5	691	1
5	727	1
5	731	1
5	744	-1
5	819	-1
5	851	1
5	855	1
5	865	-1
5	904	1
5	913	1
5	931	1
5	966	1
5	974	1
5	999	1
5	1003	-1
5	1005	-1
5	1017	1
5	1037	1
5	1090	1
5	1118	-1
5	1119	1
5	1229	1
5	1262	-1
5	1268	-1
5	1269	1
5	1278	1
5	1287	1
5	1289	1
5	1296	1
5	1304	1
5	1305	1
5	1306	1
5	1321	1
5	1327	1
5	1328	1
5	1331	1
5	1334	1
5	1336	1
5	1352	1
5	1438	1
5	1441	1
5	1444	1
5	1450	1
5	1456	1
5	1463	1
5	1466	1
5	1469	1
5	1478	1
5	1480	1
5	1485	1
5	1486	1
5	1487	1
5	1488	-1
5	1491	-1
5	1492	1
5	1493	-1
5	1495	1
5	1502	1
5	1506	1
5	1511	1
5	1512	-1
5	1541	1
5	1578	-1
5	1605	1
5	1611	-1
5	1622	-1
5	1638	1
5	1652	-1
5	1682	1
5	1687	1
5	1707	1
5	1713	-1
5	1741	-1
5	1750	-1
5	1818	-1
5	1819	-1
5	1829	-1
5	1831	-1
5	1834	-1
5	1853	-1
5	1864	1
5	1865	1
5	1867	1
5	1869	1
5	1882	-1
5	1894	-1
5	1937	-1
5	1953	1
5	1970	1
5	2040	1
5	2116	1
5	2133	1
5	2183	-1
5	2193	1
5	2197	1
5	2243	-1
5	2261	1
5	2268	1
5	2271	1
5	2278	-1
5	2286	1
5	2287	1
5	2293	1
5	2339	1
5	2347	1
5	2355	1
5	2358	-1
5	2363	-1
5	2475	-1
5	2486	1
5	2505	1
5	2547	-1
5	2550	1
5	2557	1
5	2579	1
5	2657	1
5	2677	1
5	2719	1
5	2723	-1
5	2738	1
5	2755	-1
5	2772	1
5	2776	-1
5	2842	1
5	2850	1
5	2947	1
5	2971	1
5	2995	-1
5	3103	1
5	3133	1
5	3137	1
5	3141	1
5	3142	1
5	3144	-1
5	3167	1
5	3168	1
5	3171	1
5	3172	-1
5	3177	-1
5	3194	1
5	3201	1
5	3205	1
5	3210	1
5	3211	1
5	3216	1
5	3230	1
5	3244	1
5	3249	1
5	3277	1
5	3325	1
5	3338	1
5	3339	1
5	3343	1
5	3358	1
5	3372	1
5	3396	-1
5	3438	1
5	3615	1
5	3619	1
5	3723	1
5	3751	1
5	3760	1
5	3762	1
5	3763	1
5	3798	-1
5	3802	1
5	3835	1
5	3838	-1
5	3845	1
5	3847	1
5	3876	-1
5	3879	1
5	3890	1
5	3903	1
5	3904	1
5	3905	1
5	3923	1
5	4080	1
5	4167	1
5	4173	-1
5	4192	1
5	4232	1
5	4234	1
5	4308	1
5	4313	1
5	4360	1
5	4436	-1
5	4446	-1
5	4489	1
5	4494	-1
5	4528	1
5	4542	1
5	4550	1
5	4561	-1
5	4590	-1
5	4599	1
5	4640	1
5	4689	1
5	4726	1
5	4774	-1
5	4820	1
5	4874	1
5	4887	-1
5	4900	1
5	4948	1
5	4959	1
5	4994	-1
5	5003	1
5	5033	1
5	5054	1
5	5071	1
5	5157	-1
5	5291	1
5	5373	1
5	5396	1
5	5496	1
5	5507	1
5	5564	1
5	5578	-1
5	5603	-1
5	5626	1
5	5641	-1
5	5727	1
5	5729	-1
5	5761	1
5	5768	1
5	5773	1
5	5819	-1
5	5882	1
5	6025	1
5	6128	1
5	6176	-1
5	6296	-1
5	6306	1
5	6328	-1
5	6364	1
5	6392	-1
5	6462	-1
5	6482	1
5	6559	1
5	6655	1
5	6719	1
5	6743	1
5	6800	1
5	6827	1
5	6834	-1
5	6836	1
5	7062	-1
5	7089	1
5	7233	1
5	7235	1
5	7269	1
5	7279	1
5	7385	1
5	7674	1
5	7821	-1
5	7845	1
5	7855	1
5	7998	1
5	8357	1
5	8533	1
5	8544	1
5	8684	-1
5	8835	1
5	8930	1
5	8968	1
5	9071	1
5	9116	1
5	9282	1
5	9310	-1
5	9343	-1
5	9665	-1
5	9698	-1
5	9825	-1
5	9829	1
5	9846	1
5	9870	-1
5	9979	1
5	10132	1
5	10158	1
5	10197	1
5	10369	1
5	10390	1
5	10428	-1
5	10430	1
5	10509	-1
5	10661	-1
5	10750	1
5	10782	1
5	10818	-1
5	10822	-1
5	10873	1
5	10932	-1
5	11002	1
5	11056	-1
5	11086	-1
5	11205	-1
5	11305	1
5	11409	1
5	11445	1
5	11598	1
5	11640	1
5	11675	-1
5	11751	-1
5	11818	1
5	12179	1
5	12200	-1
5	12211	1
5	12359	-1
5	12467	1
5	12661	-1
5	12664	-1
5	12797	1
5	12976	-1
5	13025	-1
5	13106	1
5	13199	1
5	13248	1
5	13303	1
5	13335	1
5	13518	1
5	13539	-1
5	13551	-1
5	13683	-1
5	14124	-1
5	14126	1
5	14203	1
5	14366	-1
5	14416	-1
5	15132	1
5	15203	1
5	15285	1
5	15505	-1
5	15654	-1
5	15979	-1
5	16001	1
5	16308	1
5	16331	1
5	16351	1
5	16531	1
5	16560	-1
5	16572	1
5	16697	-1
5	16733	-1
5	16751	-1
5	16786	-1
5	16821	-1
5	16925	1
5	16926	1
5	16930	1
5	16941	1
5	16955	1
5	16971	1
5	16981	1
5	16985	1
5	16992	-1
5	16993	1
5	16995	-1
5	17001	1
5	17005	1
5	17006	1
5	17007	1
5	17012	1
5	17013	1
5	17014	1
5	17015	1
5	17019	1
5	17020	-1
5	17025	1
5	17026	1
5	17030	1
5	17042	-1
5	17048	1
5	17059	-1
5	17069	1
5	17072	1
5	17073	1
5	17102	1
5	17337	1
5	17343	1
5	17344	1
5	17349	1
5	17354	1
5	17359	1
5	17360	-1
5	17362	1
5	17376	1
5	17381	1
5	17386	1
5	17391	-1
5	17393	1
5	17394	1
5	17396	1
5	17398	1
5	17404	1
5	17414	1
5	17416	1
5	17724	1
5	17789	-1
5	18148	-1
5	18489	1
5	18761	1
5	18921	1
5	19229	1
5	19416	1
5	19500	1
5	19907	1
5	20036	1
5	20109	-1
5	20275	1
5	20383	-1
5	20449	-1
5	20597	-1
5	20741	1
5	21263	-1
5	21277	1
5	21286	-1
5	21643	-1
5	21664	1
5	22070	1
5	22313	1
5	22431	1
5	22466	-1
5	22939	-1
5	23419	1
5	23467	1
5	23494	-1
5	23510	1
5	23515	1
5	23532	1
5	23559	-1
5	24131	1
5	24135	1
5	24138	-1
5	24633	-1
5	24881	-1
5	25564	-1
5	25689	-1
5	25696	-1
5	25798	1
5	26084	-1
5	26099	-1
5	26167	-1
5	26168	-1
5	26335	-1
5	26515	-1
5	26986	-1
5	27187	1
5	27190	-1
5	27205	1
5	27207	-1
5	27208	1
5	27210	1
5	27211	1
5	27212	1
5	27216	1
5	27254	1
5	27257	1
5	27262	1
5	27271	1
5	27274	1
5	27280	1
5	27775	1
5	28280	1
5	28937	1
5	29144	-1
5	29226	1
5	29244	1
5	29247	-1
5	29352	-1
5	29547	1
5	29632	1
5	29900	1
5	31416	1
5	31709	1
5	31838	1
5	32195	1
5	32692	1
5	33928	-1
5	33931	1
5	33932	1
5	33936	1
5	33937	1
5	33939	1
5	33943	1
5	33945	1
5	33948	1
5	33955	1
5	33958	-1
5	33959	1
5	33960	1
5	33964	1
5	33975	1
5	33978	-1
5	33984	1
5	33990	1
5	37770	-1
5	37925	1
5	38108	1
5	38109	1
5	38429	-1
5	38430	-1
5	38432	-1
5	38519	-1
5	38936	-1
5	39030	-1
5	39202	-1
5	40530	1
5	43474	-1
5	43811	1
5	43812	1
5	43911	-1
5	44569	1
5	47911	1
5	48738	1
5	48756	1
5	48759	-1
5	48768	-1
5	51764	-1
5	57053	-1
5	57055	1
5	57078	1
5	57084	-1
5	57087	1
5	57089	1
5	57094	1
5	57105	1
5	58003	-1
5	58731	-1
5	58745	-1
5	58757	-1
5	58764	-1
5	58784	1
5	58810	-1
5	58813	-1
5	59755	-1
5	62462	-1
5	62648	-1
5	63667	-1
5	63672	-1
5	63686	-1
5	63689	1
5	63691	1
5	63694	1
5	63696	1
5	63705	1
5	63712	1
5	65840	-1
5	66455	-1
5	66457	-1
5	66459	-1
5	66463	-1
5	66466	-1
5	66467	-1
5	66468	-1
5	66477	-1
5	66479	1
5	66481	1
5	66485	-1
5	66492	-1
5	66493	-1
5	67729	1
5	67746	-1
5	67840	1
5	67847	1
5	69901	-1
5	69902	-1
5	77253	1
5	77260	-1
5	77262	1
5	77264	1
5	77267	-1
5	77508	-1
5	79417	1
5	80775	-1
5	80803	-1
5	80808	-1
5	80816	-1
5	82332	-1
5	82372	1
5	88810	-1
5	92135	-1
5	92164	-1
5	92799	-1
5	92823	-1
5	92825	1
5	92832	1
5	92837	1
5	92840	1
5	93549	-1
5	93793	-1
5	94603	-1
5	94797	-1
5	95003	1
5	95502	1
5	95614	-1
5	95668	1
5	96104	-1
5	96116	1
5	96180	-1
5	96450	-1
5	96537	-1
5	96702	-1
5	96703	1
5	96825	-1
5	97330	1
5	97335	-1
5	97724	1
5	98284	-1
5	98393	-1
5	98491	1
5	98532	-1
5	98571	-1
5	98779	-1
5	99330	-1
5	99462	1
5	99749	-1
5	99800	1
5	99820	-1
5	100046	-1
5	100067	-1
5	100261	-1
5	100288	-1
5	100303	-1
5	100342	-1
5	100353	-1
5	100401	1
5	100435	1
5	100452	-1
5	100493	-1
5	100525	-1
5	100585	-1
5	100658	-1
5	100669	-1
5	100864	-1
5	100942	-1
5	100958	-1
5	101027	1
5	101130	-1
5	101283	-1
5	101448	1
5	101472	-1
5	101678	-1
5	101869	-1
5	102149	-1
5	102350	-1
5	102394	-1
5	102664	-1
5	102728	-1
5	102824	-1
5	102892	-1
5	103208	1
5	103221	-1
5	103299	-1
5	103435	-1
5	103463	-1
5	103474	-1
5	103775	1
5	103907	-1
5	103985	-1
5	104053	-1
5	104079	-1
5	104181	-1
5	104205	-1
5	104292	1
5	104546	1
5	104547	1
5	104635	-1
5	104689	-1
5	104810	-1
5	105031	-1
5	105286	-1
5	105325	-1
5	105371	1
5	105450	-1
5	105757	-1
5	106148	-1
5	106263	-1
5	106580	1
5	106863	-1
5	106936	1
5	106945	-1
5	107008	1
5	107046	-1
5	107056	-1
5	107093	-1
5	107262	-1
5	107304	-1
5	107339	-1
5	107713	-1
5	107876	-1
5	107927	-1
5	107930	1
5	108126	1
5	108283	1
5	108351	-1
5	108361	-1
5	108500	-1
5	108725	1
5	108806	-1
5	109126	1
5	109212	-1
5	109702	1
5	109844	-1
5	109884	1
5	110205	1
5	110633	-1
5	110700	-1
5	110711	-1
5	110770	-1
5	110867	-1
5	111042	-1
5	111093	-1
5	111530	-1
5	111535	-1
5	111569	-1
5	111579	-1
5	111596	-1
5	111844	1
5	111962	1
5	112123	-1
5	112131	-1
5	112450	-1
5	112489	-1
5	112519	-1
5	112586	-1
5	112779	-1
5	112892	-1
5	113590	-1
5	113877	-1
5	113974	-1
5	113979	-1
5	113980	-1
5	113982	-1
5	113998	-1
5	114018	1
5	114038	-1
5	114083	-1
5	114139	-1
5	114208	-1
5	114220	-1
5	114299	-1
5	114396	-1
5	114406	-1
5	114530	-1
5	114542	-1
5	114636	-1
5	114637	-1
5	114646	-1
5	114782	-1
5	114862	-1
5	114883	-1
5	114936	1
5	114955	-1
5	114987	-1
5	115080	-1
5	115089	1
5	115265	1
5	115267	1
5	115273	-1
5	115355	1
5	115567	1
5	115573	-1
5	115623	-1
5	115692	-1
5	115868	-1
5	115910	1
5	116080	-1
5	116096	-1
5	116125	-1
5	116163	-1
5	116166	-1
5	116167	-1
5	116327	-1
5	116329	-1
5	116341	-1
5	116390	-1
5	116402	-1
5	116414	1
5	116433	-1
5	116757	-1
5	116770	-1
5	116818	-1
5	116821	-1
5	116971	-1
5	117013	1
5	117020	-1
5	117074	1
5	117085	-1
5	117107	-1
5	117290	-1
5	117304	1
5	117310	1
5	117493	-1
5	117544	1
5	117759	-1
5	117890	-1
5	118004	1
5	118260	-1
5	118425	-1
5	118593	-1
5	118823	1
5	118850	1
5	118930	-1
5	119061	1
5	119183	-1
5	119223	1
5	119473	1
5	119490	-1
5	119505	-1
5	119507	-1
5	119646	1
5	119689	-1
5	119721	1
5	119983	-1
5	119993	-1
5	120080	-1
5	120142	-1
5	120185	1
5	120267	-1
5	120307	1
5	120328	-1
5	120398	1
5	120440	1
5	120488	-1
5	120785	-1
5	121016	1
5	121082	-1
5	121094	-1
5	121108	-1
5	121111	1
5	121225	-1
5	121226	-1
5	121227	1
5	121349	-1
5	121463	-1
5	121477	-1
5	121484	1
5	121575	-1
5	121661	-1
5	121702	1
5	121710	-1
5	121782	-1
5	121826	-1
5	121865	-1
5	121952	1
5	121954	-1
5	121964	1
5	121974	-1
5	121988	1
5	121994	-1
5	122021	-1
5	122022	1
5	122027	-1
5	122045	-1
5	122047	1
5	122107	1
5	122190	-1
5	122282	-1
5	122412	-1
5	122426	1
5	122448	-1
5	122464	-1
5	122567	-1
5	122578	-1
5	122637	-1
5	123046	-1
5	123048	1
5	123085	1
5	123100	-1
5	123114	1
5	123298	-1
5	123404	-1
5	123412	-1
5	123511	1
5	123514	-1
5	123603	-1
5	123607	-1
5	123620	1
5	123621	-1
5	124290	1
5	124359	-1
5	124388	1
5	124442	-1
5	124448	-1
5	124450	-1
5	124496	-1
5	124552	-1
5	124645	-1
5	124829	1
5	124863	-1
5	125050	-1
5	125209	-1
5	125220	-1
5	125282	-1
5	125301	-1
5	125385	-1
5	125427	-1
5	125473	-1
5	125475	-1
5	125479	-1
5	125537	-1
5	125555	-1
5	125563	-1
5	125632	-1
5	125657	1
5	125693	-1
5	125697	-1
5	125727	-1
5	125772	-1
5	125835	-1
5	125887	1
5	125929	-1
5	125947	-1
5	125960	-1
5	125964	-1
5	126065	-1
5	126068	1
5	126113	-1
5	126118	-1
5	126121	-1
5	126254	1
5	126255	-1
5	126355	-1
5	126618	1
5	126631	-1
5	126642	-1
5	126682	1
5	126836	1
5	127085	1
5	127120	1
5	127161	-1
5	127316	-1
5	127328	-1
5	127418	-1
5	127479	-1
5	127936	1
5	128087	1
5	128193	-1
5	128194	-1
5	128239	1
5	128266	-1
5	128269	-1
5	128276	-1
5	128327	-1
5	128332	-1
5	128359	-1
5	128401	-1
5	128451	-1
5	128454	-1
5	128589	-1
5	128809	-1
5	128826	-1
5	129192	-1
5	129395	-1
5	129471	-1
5	130537	-1
5	130538	1
